locus_tag	kegg_pathway_id	kegg_pathway
SPy_1649	spy00550	Peptidoglycan biosynthesis
SPy_1662	spy00550	Peptidoglycan biosynthesis
SPy_1664	spy00550	Peptidoglycan biosynthesis
SPy_1765	spy00550	Peptidoglycan biosynthesis
SPy_1965	spy00550	Peptidoglycan biosynthesis
SPy_2059	spy00550	Peptidoglycan biosynthesis
SPy_0280	spy00552	Teichoic acid biosynthesis
SPy_0282	spy00552	Teichoic acid biosynthesis
SPy_0374	spy00552	Teichoic acid biosynthesis
SPy_0516	spy00552	Teichoic acid biosynthesis
SPy_0807	spy00552	Teichoic acid biosynthesis
SPy_1309	spy00552	Teichoic acid biosynthesis
SPy_1310	spy00552	Teichoic acid biosynthesis
SPy_1311	spy00552	Teichoic acid biosynthesis
SPy_1312	spy00552	Teichoic acid biosynthesis
SPy_1350	spy00552	Teichoic acid biosynthesis
SPy_1733	spy00552	Teichoic acid biosynthesis
SPy_0022	spy00561	Glycerolipid metabolism
SPy_0515	spy00561	Glycerolipid metabolism
SPy_0516	spy00561	Glycerolipid metabolism
SPy_0752	spy00561	Glycerolipid metabolism
SPy_0807	spy00561	Glycerolipid metabolism
SPy_0908	spy00561	Glycerolipid metabolism
SPy_1410	spy00561	Glycerolipid metabolism
SPy_1684	spy00561	Glycerolipid metabolism
SPy_1903	spy00561	Glycerolipid metabolism
SPy_2047	spy00561	Glycerolipid metabolism
SPy_0613	spy00562	Inositol phosphate metabolism
SPy_1247	spy00562	Inositol phosphate metabolism
SPy_0226	spy00564	Glycerophospholipid metabolism
SPy_0752	spy00564	Glycerophospholipid metabolism
SPy_0839	spy00564	Glycerophospholipid metabolism
SPy_0908	spy00564	Glycerophospholipid metabolism
SPy_1212	spy00564	Glycerophospholipid metabolism
SPy_1410	spy00564	Glycerophospholipid metabolism
SPy_1683	spy00564	Glycerophospholipid metabolism
SPy_1964	spy00564	Glycerophospholipid metabolism
SPy_2196	spy00564	Glycerophospholipid metabolism
SPy_0044	spy00620	Pyruvate metabolism
SPy_0109	spy00620	Pyruvate metabolism
SPy_0140	spy00620	Pyruvate metabolism
SPy_0352	spy00620	Pyruvate metabolism
SPy_0511	spy00620	Pyruvate metabolism
SPy_0524	spy00620	Pyruvate metabolism
SPy_0608	spy00620	Pyruvate metabolism
SPy_0646	spy00620	Pyruvate metabolism
SPy_1026	spy00620	Pyruvate metabolism
SPy_1028	spy00620	Pyruvate metabolism
SPy_1029	spy00620	Pyruvate metabolism
SPy_1031	spy00620	Pyruvate metabolism
SPy_1110	spy00620	Pyruvate metabolism
SPy_1128	spy00620	Pyruvate metabolism
SPy_1151	spy00620	Pyruvate metabolism
SPy_1170	spy00620	Pyruvate metabolism
SPy_1174	spy00620	Pyruvate metabolism
SPy_1175	spy00620	Pyruvate metabolism
SPy_1177	spy00620	Pyruvate metabolism
SPy_1184	spy00620	Pyruvate metabolism
SPy_1191	spy00620	Pyruvate metabolism
SPy_1282	spy00620	Pyruvate metabolism
SPy_1637	spy00620	Pyruvate metabolism
SPy_1743	spy00620	Pyruvate metabolism
SPy_1744	spy00620	Pyruvate metabolism
SPy_1745	spy00620	Pyruvate metabolism
SPy_1747	spy00620	Pyruvate metabolism
SPy_1849	spy00620	Pyruvate metabolism
SPy_1139	spy00622	Xylene degradation
SPy_2103	spy00622	Xylene degradation
SPy_0044	spy00625	Chloroalkane and chloroalkene degradation
SPy_0044	spy00626	Naphthalene degradation
SPy_0141	spy00627	Aminobenzoate degradation
SPy_0142	spy00627	Aminobenzoate degradation
SPy_0352	spy00627	Aminobenzoate degradation
SPy_0902	spy00627	Aminobenzoate degradation
SPy_1638	spy00627	Aminobenzoate degradation
SPy_1639	spy00627	Aminobenzoate degradation
SPy_0140	spy00630	Glyoxylate and dicarboxylate metabolism
SPy_0524	spy00630	Glyoxylate and dicarboxylate metabolism
SPy_0639	spy00630	Glyoxylate and dicarboxylate metabolism
SPy_1031	spy00630	Glyoxylate and dicarboxylate metabolism
SPy_1145	spy00630	Glyoxylate and dicarboxylate metabolism
SPy_1637	spy00630	Glyoxylate and dicarboxylate metabolism
SPy_1877	spy00630	Glyoxylate and dicarboxylate metabolism
SPy_1903	spy00630	Glyoxylate and dicarboxylate metabolism
SPy_0109	spy00640	Propanoate metabolism
SPy_1031	spy00640	Propanoate metabolism
SPy_1128	spy00640	Propanoate metabolism
SPy_1151	spy00640	Propanoate metabolism
SPy_1743	spy00640	Propanoate metabolism
SPy_1744	spy00640	Propanoate metabolism
SPy_1745	spy00640	Propanoate metabolism
SPy_1747	spy00640	Propanoate metabolism
SPy_1849	spy00640	Propanoate metabolism
SPy_2047	spy00640	Propanoate metabolism
SPy_0902	spy00643	Styrene degradation
SPy_2103	spy00643	Styrene degradation
SPy_0140	spy00650	Butanoate metabolism
SPy_0141	spy00650	Butanoate metabolism
SPy_0142	spy00650	Butanoate metabolism
SPy_0524	spy00650	Butanoate metabolism
SPy_0881	spy00650	Butanoate metabolism
SPy_1067	spy00650	Butanoate metabolism
SPy_1111	spy00650	Butanoate metabolism
SPy_1176	spy00650	Butanoate metabolism
SPy_1177	spy00650	Butanoate metabolism
SPy_1183	spy00650	Butanoate metabolism
SPy_1184	spy00650	Butanoate metabolism
SPy_1637	spy00650	Butanoate metabolism
SPy_1638	spy00650	Butanoate metabolism
SPy_1639	spy00650	Butanoate metabolism
SPy_1640	spy00650	Butanoate metabolism
SPy_1849	spy00650	Butanoate metabolism
SPy_0028	spy00670	One carbon pool by folate
SPy_0882	spy00670	One carbon pool by folate
SPy_0883	spy00670	One carbon pool by folate
SPy_1145	spy00670	One carbon pool by folate
SPy_1213	spy00670	One carbon pool by folate
SPy_1502	spy00670	One carbon pool by folate
SPy_1628	spy00670	One carbon pool by folate
SPy_2083	spy00670	One carbon pool by folate
SPy_2084	spy00670	One carbon pool by folate
SPy_2085	spy00670	One carbon pool by folate
SPy_0109	spy00680	Methane metabolism
SPy_0536	spy00680	Methane metabolism
SPy_0608	spy00680	Methane metabolism
SPy_0731	spy00680	Methane metabolism
SPy_1128	spy00680	Methane metabolism
SPy_1145	spy00680	Methane metabolism
SPy_1283	spy00680	Methane metabolism
SPy_1429	spy00680	Methane metabolism
SPy_1889	spy00680	Methane metabolism
SPy_0264	spy00710	Carbon fixation by Calvin cycle
SPy_0274	spy00710	Carbon fixation by Calvin cycle
SPy_0608	spy00710	Carbon fixation by Calvin cycle
SPy_0613	spy00710	Carbon fixation by Calvin cycle
SPy_0889	spy00710	Carbon fixation by Calvin cycle
SPy_1676	spy00710	Carbon fixation by Calvin cycle
SPy_1678	spy00710	Carbon fixation by Calvin cycle
SPy_1881	spy00710	Carbon fixation by Calvin cycle
SPy_1889	spy00710	Carbon fixation by Calvin cycle
SPy_1947	spy00710	Carbon fixation by Calvin cycle
SPy_0109	spy00720	Other carbon fixation pathways
SPy_0140	spy00720	Other carbon fixation pathways
SPy_0524	spy00720	Other carbon fixation pathways
SPy_0608	spy00720	Other carbon fixation pathways
SPy_1128	spy00720	Other carbon fixation pathways
SPy_1213	spy00720	Other carbon fixation pathways
SPy_1502	spy00720	Other carbon fixation pathways
SPy_1637	spy00720	Other carbon fixation pathways
SPy_1743	spy00720	Other carbon fixation pathways
SPy_1744	spy00720	Other carbon fixation pathways
SPy_1745	spy00720	Other carbon fixation pathways
SPy_1747	spy00720	Other carbon fixation pathways
SPy_2084	spy00720	Other carbon fixation pathways
SPy_2085	spy00720	Other carbon fixation pathways
SPy_0074	spy00730	Thiamine metabolism
SPy_0263	spy00730	Thiamine metabolism
SPy_0265	spy00730	Thiamine metabolism
SPy_0816	spy00730	Thiamine metabolism
SPy_0817	spy00730	Thiamine metabolism
SPy_1122	spy00730	Thiamine metabolism
SPy_0444	spy00740	Riboflavin metabolism
SPy_1113	spy00740	Riboflavin metabolism
SPy_1250	spy00740	Riboflavin metabolism
SPy_1737	spy00740	Riboflavin metabolism
SPy_1209	spy00750	Vitamin B6 metabolism
SPy_1900	spy00750	Vitamin B6 metabolism
SPy_0165	spy00760	Nicotinate and nicotinamide metabolism
SPy_0197	spy00760	Nicotinate and nicotinamide metabolism
SPy_0308	spy00760	Nicotinate and nicotinamide metabolism
SPy_0872	spy00760	Nicotinate and nicotinamide metabolism
SPy_0892	spy00760	Nicotinate and nicotinamide metabolism
SPy_0894	spy00760	Nicotinate and nicotinamide metabolism
SPy_1067	spy00760	Nicotinate and nicotinamide metabolism
SPy_1126	spy00760	Nicotinate and nicotinamide metabolism
SPy_1652	spy00760	Nicotinate and nicotinamide metabolism
SPy_1653	spy00760	Nicotinate and nicotinamide metabolism
SPy_0498	spy00770	Pantothenate and CoA biosynthesis
SPy_0852	spy00770	Pantothenate and CoA biosynthesis
SPy_0911	spy00770	Pantothenate and CoA biosynthesis
SPy_1221	spy00770	Pantothenate and CoA biosynthesis
SPy_1222	spy00770	Pantothenate and CoA biosynthesis
SPy_1233	spy00770	Pantothenate and CoA biosynthesis
SPy_1537	spy00770	Pantothenate and CoA biosynthesis
SPy_1804	spy00770	Pantothenate and CoA biosynthesis
SPy_0440	spy00780	Biotin metabolism
SPy_1362	spy00780	Biotin metabolism
SPy_1746	spy00780	Biotin metabolism
SPy_1748	spy00780	Biotin metabolism
SPy_1749	spy00780	Biotin metabolism
SPy_1026	spy00785	Lipoic acid metabolism
SPy_1028	spy00785	Lipoic acid metabolism
SPy_1029	spy00785	Lipoic acid metabolism
SPy_1031	spy00785	Lipoic acid metabolism
SPy_1033	spy00785	Lipoic acid metabolism
SPy_1214	spy00785	Lipoic acid metabolism
SPy_0814	spy00790	Folate biosynthesis
SPy_0883	spy00790	Folate biosynthesis
SPy_1096	spy00790	Folate biosynthesis
SPy_1097	spy00790	Folate biosynthesis
SPy_1098	spy00790	Folate biosynthesis
SPy_1099	spy00790	Folate biosynthesis
SPy_1100	spy00790	Folate biosynthesis
SPy_1990	spy00790	Folate biosynthesis
SPy_0140	spy00900	Terpenoid backbone biosynthesis
SPy_0524	spy00900	Terpenoid backbone biosynthesis
SPy_0876	spy00900	Terpenoid backbone biosynthesis
SPy_0877	spy00900	Terpenoid backbone biosynthesis
SPy_0878	spy00900	Terpenoid backbone biosynthesis
SPy_0879	spy00900	Terpenoid backbone biosynthesis
SPy_0880	spy00900	Terpenoid backbone biosynthesis
SPy_0881	spy00900	Terpenoid backbone biosynthesis
SPy_1498	spy00900	Terpenoid backbone biosynthesis
SPy_1637	spy00900	Terpenoid backbone biosynthesis
SPy_1965	spy00900	Terpenoid backbone biosynthesis
SPy_0237	spy00910	Nitrogen metabolism
SPy_1541	spy00910	Nitrogen metabolism
SPy_1877	spy00910	Nitrogen metabolism
SPy_0720	spy00920	Sulfur metabolism
SPy_1618	spy00920	Sulfur metabolism
SPy_1944	spy00920	Sulfur metabolism
SPy_1599	spy00946	Degradation of flavonoids
SPy_0096	spy00970	Aminoacyl-tRNA biosynthesis
SPy_0173	spy00970	Aminoacyl-tRNA biosynthesis
SPy_0239	spy00970	Aminoacyl-tRNA biosynthesis
SPy_0422	spy00970	Aminoacyl-tRNA biosynthesis
SPy_0517	spy00970	Aminoacyl-tRNA biosynthesis
SPy_0559	spy00970	Aminoacyl-tRNA biosynthesis
SPy_0595	spy00970	Aminoacyl-tRNA biosynthesis
SPy_0651	spy00970	Aminoacyl-tRNA biosynthesis
SPy_0768	spy00970	Aminoacyl-tRNA biosynthesis
SPy_0769	spy00970	Aminoacyl-tRNA biosynthesis
SPy_1389	spy00970	Aminoacyl-tRNA biosynthesis
SPy_1513	spy00970	Aminoacyl-tRNA biosynthesis
SPy_1568	spy00970	Aminoacyl-tRNA biosynthesis
SPy_1628	spy00970	Aminoacyl-tRNA biosynthesis
SPy_1688	spy00970	Aminoacyl-tRNA biosynthesis
SPy_1689	spy00970	Aminoacyl-tRNA biosynthesis
SPy_1742	spy00970	Aminoacyl-tRNA biosynthesis
SPy_1770	spy00970	Aminoacyl-tRNA biosynthesis
SPy_1771	spy00970	Aminoacyl-tRNA biosynthesis
SPy_1772	spy00970	Aminoacyl-tRNA biosynthesis
SPy_1941	spy00970	Aminoacyl-tRNA biosynthesis
SPy_1962	spy00970	Aminoacyl-tRNA biosynthesis
SPy_2151	spy00970	Aminoacyl-tRNA biosynthesis
SPy_2156	spy00970	Aminoacyl-tRNA biosynthesis
SPy_2157	spy00970	Aminoacyl-tRNA biosynthesis
SPy_2207	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t01	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t02	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t03	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t04	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t05	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t06	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t07	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t08	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t09	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t10	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t11	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t12	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t13	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t14	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t15	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t16	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t17	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t18	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t19	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t20	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t21	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t22	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t23	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t24	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t25	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t26	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t27	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t28	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t29	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t30	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t31	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t32	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t33	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t34	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t35	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t36	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t37	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t38	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t39	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t40	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t41	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t42	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t43	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t44	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t45	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t46	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t47	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t48	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t49	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t50	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t51	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t52	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t53	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t54	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t55	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t56	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t57	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t58	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t59	spy00970	Aminoacyl-tRNA biosynthesis
SPy_t60	spy00970	Aminoacyl-tRNA biosynthesis
SPy_0534	spy00999	Biosynthesis of various plant secondary metabolites
SPy_0538	spy00999	Biosynthesis of various plant secondary metabolites
SPy_1359	spy00999	Biosynthesis of various plant secondary metabolites
SPy_1599	spy00999	Biosynthesis of various plant secondary metabolites
SPy_0020	spy01100	Metabolic pathways
SPy_0022	spy01100	Metabolic pathways
SPy_0023	spy01100	Metabolic pathways
SPy_0024	spy01100	Metabolic pathways
SPy_0025	spy01100	Metabolic pathways
SPy_0026	spy01100	Metabolic pathways
SPy_0027	spy01100	Metabolic pathways
SPy_0028	spy01100	Metabolic pathways
SPy_0032	spy01100	Metabolic pathways
SPy_0033	spy01100	Metabolic pathways
SPy_0034	spy01100	Metabolic pathways
SPy_0036	spy01100	Metabolic pathways
SPy_0044	spy01100	Metabolic pathways
SPy_0074	spy01100	Metabolic pathways
SPy_0097	spy01100	Metabolic pathways
SPy_0109	spy01100	Metabolic pathways
SPy_0112	spy01100	Metabolic pathways
SPy_0140	spy01100	Metabolic pathways
SPy_0141	spy01100	Metabolic pathways
SPy_0142	spy01100	Metabolic pathways
SPy_0148	spy01100	Metabolic pathways
SPy_0149	spy01100	Metabolic pathways
SPy_0150	spy01100	Metabolic pathways
SPy_0151	spy01100	Metabolic pathways
SPy_0154	spy01100	Metabolic pathways
SPy_0155	spy01100	Metabolic pathways
SPy_0157	spy01100	Metabolic pathways
SPy_0160	spy01100	Metabolic pathways
SPy_0165	spy01100	Metabolic pathways
SPy_0172	spy01100	Metabolic pathways
SPy_0174	spy01100	Metabolic pathways
SPy_0175	spy01100	Metabolic pathways
SPy_0176	spy01100	Metabolic pathways
SPy_0177	spy01100	Metabolic pathways
SPy_0178	spy01100	Metabolic pathways
SPy_0179	spy01100	Metabolic pathways
SPy_0182	spy01100	Metabolic pathways
SPy_0197	spy01100	Metabolic pathways
SPy_0215	spy01100	Metabolic pathways
SPy_0224	spy01100	Metabolic pathways
SPy_0235	spy01100	Metabolic pathways
SPy_0237	spy01100	Metabolic pathways
SPy_0239	spy01100	Metabolic pathways
SPy_0251	spy01100	Metabolic pathways
SPy_0257	spy01100	Metabolic pathways
SPy_0263	spy01100	Metabolic pathways
SPy_0264	spy01100	Metabolic pathways
SPy_0265	spy01100	Metabolic pathways
SPy_0274	spy01100	Metabolic pathways
SPy_0282	spy01100	Metabolic pathways
SPy_0288	spy01100	Metabolic pathways
SPy_0292	spy01100	Metabolic pathways
SPy_0308	spy01100	Metabolic pathways
SPy_0345	spy01100	Metabolic pathways
SPy_0352	spy01100	Metabolic pathways
SPy_0361	spy01100	Metabolic pathways
SPy_0362	spy01100	Metabolic pathways
SPy_0388	spy01100	Metabolic pathways
SPy_0392	spy01100	Metabolic pathways
SPy_0399	spy01100	Metabolic pathways
SPy_0422	spy01100	Metabolic pathways
SPy_0425	spy01100	Metabolic pathways
SPy_0427	spy01100	Metabolic pathways
SPy_0440	spy01100	Metabolic pathways
SPy_0443	spy01100	Metabolic pathways
SPy_0444	spy01100	Metabolic pathways
SPy_0447	spy01100	Metabolic pathways
SPy_0462	spy01100	Metabolic pathways
SPy_0498	spy01100	Metabolic pathways
SPy_0511	spy01100	Metabolic pathways
SPy_0515	spy01100	Metabolic pathways
SPy_0516	spy01100	Metabolic pathways
SPy_0524	spy01100	Metabolic pathways
SPy_0534	spy01100	Metabolic pathways
SPy_0536	spy01100	Metabolic pathways
SPy_0538	spy01100	Metabolic pathways
SPy_0542	spy01100	Metabolic pathways
SPy_0605	spy01100	Metabolic pathways
SPy_0608	spy01100	Metabolic pathways
SPy_0613	spy01100	Metabolic pathways
SPy_0615	spy01100	Metabolic pathways
SPy_0616	spy01100	Metabolic pathways
SPy_0629	spy01100	Metabolic pathways
SPy_0630	spy01100	Metabolic pathways
SPy_0631	spy01100	Metabolic pathways
SPy_0634	spy01100	Metabolic pathways
SPy_0638	spy01100	Metabolic pathways
SPy_0639	spy01100	Metabolic pathways
SPy_0646	spy01100	Metabolic pathways
SPy_0650	spy01100	Metabolic pathways
SPy_0701	spy01100	Metabolic pathways
SPy_0716	spy01100	Metabolic pathways
SPy_0720	spy01100	Metabolic pathways
SPy_0722	spy01100	Metabolic pathways
SPy_0731	spy01100	Metabolic pathways
SPy_0752	spy01100	Metabolic pathways
SPy_0754	spy01100	Metabolic pathways
SPy_0755	spy01100	Metabolic pathways
SPy_0756	spy01100	Metabolic pathways
SPy_0757	spy01100	Metabolic pathways
SPy_0758	spy01100	Metabolic pathways
SPy_0759	spy01100	Metabolic pathways
SPy_0760	spy01100	Metabolic pathways
SPy_0761	spy01100	Metabolic pathways
SPy_0763	spy01100	Metabolic pathways
SPy_0784	spy01100	Metabolic pathways
SPy_0803	spy01100	Metabolic pathways
SPy_0807	spy01100	Metabolic pathways
SPy_0809	spy01100	Metabolic pathways
SPy_0810	spy01100	Metabolic pathways
SPy_0813	spy01100	Metabolic pathways
SPy_0814	spy01100	Metabolic pathways
SPy_0816	spy01100	Metabolic pathways
SPy_0817	spy01100	Metabolic pathways
SPy_0830	spy01100	Metabolic pathways
SPy_0832	spy01100	Metabolic pathways
SPy_0833	spy01100	Metabolic pathways
SPy_0835	spy01100	Metabolic pathways
SPy_0852	spy01100	Metabolic pathways
SPy_0854	spy01100	Metabolic pathways
SPy_0855	spy01100	Metabolic pathways
SPy_0872	spy01100	Metabolic pathways
SPy_0876	spy01100	Metabolic pathways
SPy_0877	spy01100	Metabolic pathways
SPy_0878	spy01100	Metabolic pathways
SPy_0879	spy01100	Metabolic pathways
SPy_0881	spy01100	Metabolic pathways
SPy_0882	spy01100	Metabolic pathways
SPy_0883	spy01100	Metabolic pathways
SPy_0889	spy01100	Metabolic pathways
SPy_0890	spy01100	Metabolic pathways
SPy_0892	spy01100	Metabolic pathways
SPy_0894	spy01100	Metabolic pathways
SPy_0900	spy01100	Metabolic pathways
SPy_0901	spy01100	Metabolic pathways
SPy_0902	spy01100	Metabolic pathways
SPy_0907	spy01100	Metabolic pathways
SPy_0908	spy01100	Metabolic pathways
SPy_0911	spy01100	Metabolic pathways
SPy_0917	spy01100	Metabolic pathways
SPy_0921	spy01100	Metabolic pathways
SPy_0927	spy01100	Metabolic pathways
SPy_0933	spy01100	Metabolic pathways
SPy_0935	spy01100	Metabolic pathways
SPy_0936	spy01100	Metabolic pathways
SPy_1026	spy01100	Metabolic pathways
SPy_1028	spy01100	Metabolic pathways
SPy_1029	spy01100	Metabolic pathways
SPy_1031	spy01100	Metabolic pathways
SPy_1033	spy01100	Metabolic pathways
SPy_1034	spy01100	Metabolic pathways
SPy_1035	spy01100	Metabolic pathways
SPy_1038	spy01100	Metabolic pathways
SPy_1057	spy01100	Metabolic pathways
SPy_1059	spy01100	Metabolic pathways
SPy_1060	spy01100	Metabolic pathways
SPy_1066	spy01100	Metabolic pathways
SPy_1067	spy01100	Metabolic pathways
SPy_1077	spy01100	Metabolic pathways
SPy_1093	spy01100	Metabolic pathways
SPy_1096	spy01100	Metabolic pathways
SPy_1097	spy01100	Metabolic pathways
SPy_1098	spy01100	Metabolic pathways
SPy_1099	spy01100	Metabolic pathways
SPy_1100	spy01100	Metabolic pathways
SPy_1101	spy01100	Metabolic pathways
SPy_1111	spy01100	Metabolic pathways
SPy_1113	spy01100	Metabolic pathways
SPy_1122	spy01100	Metabolic pathways
SPy_1123	spy01100	Metabolic pathways
SPy_1125	spy01100	Metabolic pathways
SPy_1126	spy01100	Metabolic pathways
SPy_1128	spy01100	Metabolic pathways
SPy_1135	spy01100	Metabolic pathways
SPy_1136	spy01100	Metabolic pathways
SPy_1139	spy01100	Metabolic pathways
SPy_1140	spy01100	Metabolic pathways
SPy_1145	spy01100	Metabolic pathways
SPy_1151	spy01100	Metabolic pathways
SPy_1170	spy01100	Metabolic pathways
SPy_1174	spy01100	Metabolic pathways
SPy_1175	spy01100	Metabolic pathways
SPy_1177	spy01100	Metabolic pathways
SPy_1184	spy01100	Metabolic pathways
SPy_1191	spy01100	Metabolic pathways
SPy_1204	spy01100	Metabolic pathways
SPy_1205	spy01100	Metabolic pathways
SPy_1209	spy01100	Metabolic pathways
SPy_1212	spy01100	Metabolic pathways
SPy_1213	spy01100	Metabolic pathways
SPy_1214	spy01100	Metabolic pathways
SPy_1222	spy01100	Metabolic pathways
SPy_1224	spy01100	Metabolic pathways
SPy_1230	spy01100	Metabolic pathways
SPy_1233	spy01100	Metabolic pathways
SPy_1239	spy01100	Metabolic pathways
SPy_1247	spy01100	Metabolic pathways
SPy_1250	spy01100	Metabolic pathways
SPy_1280	spy01100	Metabolic pathways
SPy_1282	spy01100	Metabolic pathways
SPy_1283	spy01100	Metabolic pathways
SPy_1291	spy01100	Metabolic pathways
SPy_1292	spy01100	Metabolic pathways
SPy_1302	spy01100	Metabolic pathways
SPy_1304	spy01100	Metabolic pathways
SPy_1310	spy01100	Metabolic pathways
SPy_1312	spy01100	Metabolic pathways
SPy_1351	spy01100	Metabolic pathways
SPy_1352	spy01100	Metabolic pathways
SPy_1358	spy01100	Metabolic pathways
SPy_1359	spy01100	Metabolic pathways
SPy_1362	spy01100	Metabolic pathways
SPy_1365	spy01100	Metabolic pathways
SPy_1368	spy01100	Metabolic pathways
SPy_1371	spy01100	Metabolic pathways
SPy_1375	spy01100	Metabolic pathways
SPy_1378	spy01100	Metabolic pathways
SPy_1399	spy01100	Metabolic pathways
SPy_1410	spy01100	Metabolic pathways
SPy_1420	spy01100	Metabolic pathways
SPy_1421	spy01100	Metabolic pathways
SPy_1429	spy01100	Metabolic pathways
SPy_1432	spy01100	Metabolic pathways
SPy_1498	spy01100	Metabolic pathways
SPy_1502	spy01100	Metabolic pathways
SPy_1503	spy01100	Metabolic pathways
SPy_1524	spy01100	Metabolic pathways
SPy_1525	spy01100	Metabolic pathways
SPy_1529	spy01100	Metabolic pathways
SPy_1537	spy01100	Metabolic pathways
SPy_1539	spy01100	Metabolic pathways
SPy_1541	spy01100	Metabolic pathways
SPy_1544	spy01100	Metabolic pathways
SPy_1547	spy01100	Metabolic pathways
SPy_1576	spy01100	Metabolic pathways
SPy_1577	spy01100	Metabolic pathways
SPy_1586	spy01100	Metabolic pathways
SPy_1599	spy01100	Metabolic pathways
SPy_1600	spy01100	Metabolic pathways
SPy_1618	spy01100	Metabolic pathways
SPy_1628	spy01100	Metabolic pathways
SPy_1632	spy01100	Metabolic pathways
SPy_1637	spy01100	Metabolic pathways
SPy_1638	spy01100	Metabolic pathways
SPy_1639	spy01100	Metabolic pathways
SPy_1640	spy01100	Metabolic pathways
SPy_1642	spy01100	Metabolic pathways
SPy_1649	spy01100	Metabolic pathways
SPy_1652	spy01100	Metabolic pathways
SPy_1653	spy01100	Metabolic pathways
SPy_1662	spy01100	Metabolic pathways
SPy_1664	spy01100	Metabolic pathways
SPy_1670	spy01100	Metabolic pathways
SPy_1672	spy01100	Metabolic pathways
SPy_1676	spy01100	Metabolic pathways
SPy_1678	spy01100	Metabolic pathways
SPy_1684	spy01100	Metabolic pathways
SPy_1694	spy01100	Metabolic pathways
SPy_1704	spy01100	Metabolic pathways
SPy_1707	spy01100	Metabolic pathways
SPy_1708	spy01100	Metabolic pathways
SPy_1737	spy01100	Metabolic pathways
SPy_1738	spy01100	Metabolic pathways
SPy_1739	spy01100	Metabolic pathways
SPy_1740	spy01100	Metabolic pathways
SPy_1743	spy01100	Metabolic pathways
SPy_1744	spy01100	Metabolic pathways
SPy_1745	spy01100	Metabolic pathways
SPy_1746	spy01100	Metabolic pathways
SPy_1747	spy01100	Metabolic pathways
SPy_1748	spy01100	Metabolic pathways
SPy_1749	spy01100	Metabolic pathways
SPy_1750	spy01100	Metabolic pathways
