locus_tag	kegg_pathway_id	kegg_pathway
SPy_1062	spy02020	Two-component system
SPy_1081	spy02020	Two-component system
SPy_1082	spy02020	Two-component system
SPy_1085	spy02020	Two-component system
SPy_1086	spy02020	Two-component system
SPy_1087	spy02020	Two-component system
SPy_1109	spy02020	Two-component system
SPy_1110	spy02020	Two-component system
SPy_1178	spy02020	Two-component system
SPy_1186	spy02020	Two-component system
SPy_1188	spy02020	Two-component system
SPy_1189	spy02020	Two-component system
SPy_1190	spy02020	Two-component system
SPy_1192	spy02020	Two-component system
SPy_1236	spy02020	Two-component system
SPy_1237	spy02020	Two-component system
SPy_1245	spy02020	Two-component system
SPy_1309	spy02020	Two-component system
SPy_1310	spy02020	Two-component system
SPy_1311	spy02020	Two-component system
SPy_1312	spy02020	Two-component system
SPy_1587	spy02020	Two-component system
SPy_1605	spy02020	Two-component system
SPy_1621	spy02020	Two-component system
SPy_1622	spy02020	Two-component system
SPy_1637	spy02020	Two-component system
SPy_1638	spy02020	Two-component system
SPy_1639	spy02020	Two-component system
SPy_1765	spy02020	Two-component system
SPy_1877	spy02020	Two-component system
SPy_1902	spy02020	Two-component system
SPy_1908	spy02020	Two-component system
SPy_2026	spy02020	Two-component system
SPy_2027	spy02020	Two-component system
SPy_2216	spy02020	Two-component system
SPy_0037	spy02024	Quorum sensing
SPy_0073	spy02024	Quorum sensing
SPy_0167	spy02024	Quorum sensing
SPy_0242	spy02024	Quorum sensing
SPy_0244	spy02024	Quorum sensing
SPy_0245	spy02024	Quorum sensing
SPy_0247	spy02024	Quorum sensing
SPy_0294	spy02024	Quorum sensing
SPy_0295	spy02024	Quorum sensing
SPy_0296	spy02024	Quorum sensing
SPy_0297	spy02024	Quorum sensing
SPy_0300	spy02024	Quorum sensing
SPy_0351	spy02024	Quorum sensing
SPy_0496	spy02024	Quorum sensing
SPy_0502	spy02024	Quorum sensing
SPy_0533	spy02024	Quorum sensing
